,0,1,2,3,4,5,6,7,8,9,description
10,27,Pyloric stenosis,"[{""symptoms"":""Vomiting""}","{""symptoms"":""84""}","{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""35""}","{""symptoms"":""Infant spitting up""}","{""symptoms"":""35""}","{""symptoms"":""Vomiting blood""}","{""symptoms"":""35""}","['Pyloric stenosis \t Also known as Gastric Outlet Obstruction', ' Pyloric Obstruction', ' and Gastric Outflow Obstruction \t \t\t \tPyloric stenosis (or infantile hypertrophic pyloric stenosis or pylorostenosis) is a condition that causes severe projectile non-bilious vomiting in the first few months of life. There is narrowing (stenosis) of the opening from the stomach to the first part of the small intestine known as the duodenum', ' due to enlargement (hypertrophy) of the muscle surrounding this opening (the pylorus', ' meaning ""gate"")', "" which spasms when the stomach empties. This hypertrophy is felt classically as an olive-shaped mass in the middle upper part or right upper quadrant of the infant's abdomen. In pyloric stenosis"", ' it is uncertain whether there is a real congenital narrowing or whether there is a functional hypertrophy of the pyloric sphincter muscle. This condition typically develops in male babies in the first 2–6 weeks of life. \t\t Source: Wikipedia', 'Patients with pyloric stenosis often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count']"
11,28,Salivary gland disorder,"[{""symptoms"":""Sore throat""}","{""symptoms"":""44""}","{""symptoms"":""Peripheral edema""}","{""symptoms"":""44""}","{""symptoms"":""Neck mass""}","{""symptoms"":""35""}","{""symptoms"":""Ear pain""}","{""symptoms"":""35""}","['Salivary gland disorder \t Also known as Salivary Gland Disease \t \t\t \tThe salivary glands in mammals are exocrine glands', ' glands with ducts', ' that produce saliva. They also secrete amylase', ' an enzyme that breaks down starch into maltose. In other organisms such as insects', ' salivary glands are often used to produce biologically important proteins like silk or glues', ' and fly salivary glands contain polytene chromosomes that have been useful in genetic research. \t\t Source: Wikipedia', 'Patients with salivary gland disorder often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
12,29,Osteochondrosis,"[{""symptoms"":""Knee pain""}","{""symptoms"":""84""}","{""symptoms"":""Foot or toe pain""}","{""symptoms"":""68""}","{""symptoms"":""Bowlegged or knock-kneed""}","{""symptoms"":""40""}","{""symptoms"":""Ankle pain""}","{""symptoms"":""35""}","['Osteochondrosis \t \t\t \tOsteochondrosis is a family of orthopedic diseases of the joint that occur in children and adolescents and in rapidly growing animals', ' particularly pigs', ' horses', ' and dogs. They are characterized by interruption of the blood supply of a bone', ' in particular to the epiphysis', ' followed by localized bony necrosis', ' and later', ' regrowth of the bone. This disorder is defined as a focal disturbance of endochondral ossification and is regarded as having a multifactorial etiology', ' so no one thing accounts for all aspects of this disease. \t\t Source: Wikipedia', 'Patients with osteochondrosis often receive \t\t\t \t\t\t plain x-ray']"
13,30,Injury to the knee,"[{""symptoms"":""Knee pain""}","{""symptoms"":""94""}","{""symptoms"":""Knee swelling""}","{""symptoms"":""30""}","{""symptoms"":""Leg pain""}","{""symptoms"":""30""}","{""symptoms"":""Problems with movement""}","{""symptoms"":""19""}","[' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system and \t\t\t \t\t\t\t\t\t \t\t\t other or therapeutic procedures on joints \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}', '{""commonTestsAndProcedures"":""Magnetic resonance imaging (Mri)""}', '{""commonTestsAndProcedures"":""Application of splint (Splinting)""}', '{""commonTestsAndProcedures"":""Physical therapy exercises (Exercises)""}', '{""commonTestsAndProcedures"":""Other therapeutic procedures""}']"
14,31,Metabolic disorder,"[{""symptoms"":""Weight gain""}","{""symptoms"":""18""}","{""symptoms"":""Jaundice""}","{""symptoms"":""4""}","{""symptoms"":""Mouth dryness""}","{""symptoms"":""4""}","{""symptoms"":""Muscle pain""}","{""symptoms"":""4""}","['Metabolic disorder \t \t\t \tInborn errors of metabolism comprise a large class of genetic diseases involving disorders of metabolism. The majority are due to defects of single genes that code for enzymes that facilitate conversion of various substances (substrates) into others (products). In most of the disorders', ' problems arise due to accumulation of substances which are toxic or interfere with normal function', ' or to the effects of reduced ability to synthesize essential compounds. Inborn errors of metabolism are now often referred to as congenital metabolic diseases or inherited metabolic diseases. \t\t Source: Wikipedia', 'Patients with metabolic disorder often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t mammography and \t\t\t \t\t\t\t\t\t \t\t\t examination of foot \t\t\t \t\t\t.']"
15,32,Vaginitis,"[{""symptoms"":""Vaginal discharge""}","{""symptoms"":""78""}","{""symptoms"":""Vaginal itching""}","{""symptoms"":""59""}","{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""49""}","{""symptoms"":""Painful urination""}","{""symptoms"":""40""}","['Vaginitis \t Also known as Vagina Inflammation \t \t\t \tVaginitis is an inflammation of the vagina. It can result in discharge', ' itching and pain', ' and is often associated with an irritation or infection of the vulva. It is usually due to infection. The three main kinds of vaginitis are bacterial vaginosis (BV)', ' vaginal candidiasis', ' and trichomoniasis. A woman may have any combination of vaginal infections at one time. The symptoms that arise vary with the infection', ' although there are general symptoms that all vaginitis infections have and infected women may also be asymptomatic. Testing for vaginal infections is not a part of routine pelvic exams;;;;;;']"
16,33,Sick sinus syndrome,"[{""symptoms"":""Dizziness""}","{""symptoms"":""37""}","{""symptoms"":""Sharp chest pain""}","{""symptoms"":""35""}","{""symptoms"":""Shortness of breath""}","{""symptoms"":""35""}","{""symptoms"":""Palpitations""}","{""symptoms"":""33""}","[' the syndrome has become increasingly prevalent in dogs. The reason is unknown. \t\t Source: Wikipedia', 'Patients with sick sinus syndrome often receive \t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;']"
17,34,Tinnitus of unknown cause,"[{""symptoms"":""Ringing in ear""}","{""symptoms"":""91""}","{""symptoms"":""Diminished hearing""}","{""symptoms"":""69""}","{""symptoms"":""Dizziness""}","{""symptoms"":""60""}","{""symptoms"":""Ear pain""}","{""symptoms"":""41""}","['Tinnitus of unknown cause \t \t\t \tDo you hear a ringing', ' roaring', ' clicking or hissing sound in your ears? Do you hear this sound often or all the time? Does the sound bother you? If you answer is yes', ' you might have tinnitus. Millions of people in the U.S. have tinnitus. People with severe tinnitus may have trouble hearing', ' working or even sleeping. Causes of tinnitus include hearing loss', ' exposure to loud noises or medicines you may be taking for a different problem. Tinnitus may also be a symptom of other health problems', ' such as allergies', ' high or low blood pressure', ' tumors and problems in the heart', ' blood vessels']"
18,35,Glaucoma,"[{""symptoms"":""Diminished vision""}","{""symptoms"":""46""}","{""symptoms"":""Pain in eye""}","{""symptoms"":""32""}","{""symptoms"":""Symptoms of eye""}","{""symptoms"":""26""}","{""symptoms"":""Spots or clouds in vision""}","{""symptoms"":""19""}","['Glaucoma \t \t\t \tGlaucoma is a term describing a group of ocular disorders with multi-factorial etiology united by a clinically characteristic intraocular pressure-associated optic neuropathy. This can permanently damage vision in the affected eye(s) and lead to blindness if left untreated. It is normally associated with increased fluid pressure in the eye (aqueous humour). The term ""ocular hypertension"" is used for people with consistently raised intraocular pressure (IOP) without any associated optic nerve damage. Conversely', "" the term 'normal tension' or 'low tension' glaucoma is used for those with optic nerve damage and associated visual field loss"", ' but normal or low IOP. \t\t Source: Wikipedia', 'Patients with glaucoma often receive \t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;']"
19,36,Eating disorder,"[{""symptoms"":""Depression""}","{""symptoms"":""63""}","{""symptoms"":""Anxiety and nervousness""}","{""symptoms"":""51""}","{""symptoms"":""Depressive or psychotic symptoms""}","{""symptoms"":""43""}","{""symptoms"":""Decreased appetite""}","{""symptoms"":""41""}","[""Eating disorder \t \t\t \tEating disorders are conditions defined by abnormal eating habits that may involve either insufficient or excessive food intake to the detriment of an individual's physical and mental health. Bulimia nervosa and anorexia nervosa are the most common specific forms in the United Kingdom. Other types of eating disorders include binge eating disorder and eating disorder not otherwise specified. Bulimia nervosa is a disorder characterized by binge eating and purging. Purging can include self-induce vomiting"", ' over-exercising', ' and the usage of diuretics', ' enemas', ' and laxatives. Anorexia nervosa is characterized by extreme food restriction to the point of self-starvation and excessive weight loss. Though primarily thought of as affecting females (an estimated 5–10 million being affected in the U.K.)', ' eating disorders affect males as well. An estimated 10 – 15% of people with eating disorders are males (Gorgan', ' 1999). (an estimated 1 million U.K. males being affected). Although eating disorders are increasing all over the world among both men and women', ' there is evidence to suggest that it is women in the Western world who are at the highest risk of developing them and the degree of westernization increases the risk. Nearly half of all Americans personally know someone with an eating disorder. The skill to comprehend the central processes of appetite has increased tremendously since leptin was discovered', ' and the skill to observe the functions of the brain as well. Interactions between motivational', ' homeostatic and self-regulatory control processes are involved in eating behaviour']"
20,37,Transient ischemic attack,"[{""symptoms"":""Loss of sensation""}","{""symptoms"":""62""}","{""symptoms"":""Dizziness""}","{""symptoms"":""53""}","{""symptoms"":""Headache""}","{""symptoms"":""51""}","{""symptoms"":""Weakness""}","{""symptoms"":""46""}","['Transient ischemic attack \t Also known as TIA \t \t\t \tA transient ischemic attack (TIA) is a transient episode of neurologic dysfunction caused by ischemia (loss of blood flow) – either focal brain', ' spinal cord or retinal – without acute infarction (tissue death). \t\t Source: Wikipedia', 'Patients with transient ischemic attack often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Radiographic imaging procedure""}']"
21,38,Pyelonephritis,"[{""symptoms"":""Side pain""}","{""symptoms"":""75""}","{""symptoms"":""Fever""}","{""symptoms"":""70""}","{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""70""}","{""symptoms"":""Back pain""}","{""symptoms"":""68""}","['Pyelonephritis \t Also known as Bacterial Infection Of The Kidney \t \t\t \tPyelonephritis (from Greek πήληξ – pyelum', ' meaning ""renal pelvis""', ' νεφρός – nephros', ' meaning ""kidney""', ' and -itis', ' meaning ""inflammation"") is an ascending urinary tract infection that has reached the pyelum or pelvis of the kidney. It is a form of nephritis that is also referred to as pyelitis. Severe cases of pyelonephritis can lead to pyonephrosis (pus accumulation around the kidney)', ' urosepsis (a systemic inflammatory response of the body to infection)', ' kidney failure and even death. \t\t Source: Wikipedia', 'Patients with pyelonephritis often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests']"
22,39,Rotator cuff injury,"[{""symptoms"":""Shoulder pain""}","{""symptoms"":""94""}","{""symptoms"":""Arm pain""}","{""symptoms"":""31""}","{""symptoms"":""Shoulder stiffness or tightness""}","{""symptoms"":""18""}","{""symptoms"":""Shoulder weakness""}","{""symptoms"":""9""}","['Rotator cuff injury \t Also known as Rotator Cuff Tear and Rotator Cuff Rupture \t \t\t \tA rotator cuff tear is a tear of one or more of the tendons of the four rotator cuff muscles. A rotator cuff injury can include any type of irritation or damage to the rotator cuff muscles or tendons. \t\t Source: Wikipedia', 'Patients with rotator cuff injury often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on muscles and tendons', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system and \t\t\t \t\t\t\t\t\t \t\t\t arthroplasty other than hip or knee \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}']"
23,40,Chronic pain disorder,"[{""symptoms"":""Back pain""}","{""symptoms"":""76""}","{""symptoms"":""Low back pain""}","{""symptoms"":""63""}","{""symptoms"":""Ache all over""}","{""symptoms"":""48""}","{""symptoms"":""Leg pain""}","{""symptoms"":""41""}","['Chronic pain disorder \t Also known as Pain Syndrome and Pain Disorder \t \t\t \tPain disorder is chronic pain experienced by a patient in one or more areas', ' and is thought to be caused by psychological stress. The pain is often so severe that it disables the patient from proper functioning. Duration may be as short as a few days or as long as many years. The disorder may begin at any age', ' and occurs more frequently in girls than boys. This disorder often occurs after an accident or during an illness that has caused pain', "" which then takes on a 'life' of its own. \t\t Source: Wikipedia"", 'Patients with chronic pain disorder often receive \t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t insertion of catheter or spinal stimulator and injection into spinal canal', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system']"
24,41,Problem during pregnancy,"[{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""76""}","{""symptoms"":""Pain during pregnancy""}","{""symptoms"":""75""}","{""symptoms"":""Problems during pregnancy""}","{""symptoms"":""49""}","{""symptoms"":""Lower abdominal pain""}","{""symptoms"":""39""}","['Problem during pregnancy \t Also known as Pregnancy Problem \t \t \t\tProblem during pregnancy is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with problem during pregnancy often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam and \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests \t\t\t \t\t\t.', '[{""commonTestsAndProcedures"":""Urinalysis""}', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}']"
25,42,Liver cancer,"[{""symptoms"":""Sharp abdominal pain""}","{""symptoms"":""33""}","{""symptoms"":""Upper abdominal pain""}","{""symptoms"":""31""}","{""symptoms"":""Stomach bloating""}","{""symptoms"":""13""}","{""symptoms"":""Changes in stool appearance""}","{""symptoms"":""9""}","['Liver cancer \t Also known as Cancer Of The Liver', ' Hepatic Cancer', ' and Malignant Neoplasm Of Liver \t \t\t \tLiver cancer or hepatic cancer (from the Greek hēpar', ' meaning liver) is a cancer that originates in the liver. Liver cancers are malignant tumors that grow on the surface or inside the liver. Liver tumors are discovered on medical imaging equipment (often by accident) or present themselves symptomatically as an abdominal mass', ' abdominal pain', ' jaundice', ' nausea or liver dysfunction. Liver cancers should not be confused with liver metastases', ' which are cancers that originate from organs elsewhere in the body and migrate to the liver. \t\t Source: Wikipedia', 'Patients with liver cancer often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count']"
26,43,Atelectasis,"[{""symptoms"":""Cough""}","{""symptoms"":""64""}","{""symptoms"":""Shortness of breath""}","{""symptoms"":""61""}","{""symptoms"":""Sharp chest pain""}","{""symptoms"":""53""}","{""symptoms"":""Fever""}","{""symptoms"":""42""}","['Atelectasis \t \t\t \tAtelectasis (from Greek: ἀτελής', ' ""incomplete"" + ἔκτασις', ' ""extension"") is defined as the collapse or closure of the lung resulting in reduced or absent gas exchange . It may affect part or all of one lung. It is a condition where the alveoli are deflated', ' as distinct from pulmonary consolidation. \t\t Source: Wikipedia', 'Patients with atelectasis often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram']"
27,44,Injury to the hand,"[{""symptoms"":""Hand or finger pain""}","{""symptoms"":""82""}","{""symptoms"":""Hand or finger swelling""}","{""symptoms"":""47""}","{""symptoms"":""Wrist pain""}","{""symptoms"":""34""}","{""symptoms"":""Hand or finger stiffness or tightness""}","{""symptoms"":""27""}","['Injury to the hand \t Also known as Hand injury \t \t\t \tThe hand is a very complex organ with multiple joints', ' different types of ligament', ' tendons and nerves. With constant use', ' it is no wonder that hand disease injuries are common in society. Hand injuries can result from excessive use', ' degenerative disorders or trauma. \t\t Source: Wikipedia', 'Patients with injury to the hand often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t suturing of wound']"
