,0,1,2,3,4,5,6,7,8,9,description
10,27,Pyloric stenosis,Vomiting,84,Sharp abdominal pain,35,Infant spitting up,35,Vomiting blood,35,"'Pyloric stenosis \t Also known as Gastric Outlet Obstruction', ' Pyloric Obstruction', ' and Gastric Outflow Obstruction \t \t\t \tPyloric stenosis (or infantile hypertrophic pyloric stenosis or pylorostenosis) is a condition that causes severe projectile non-bilious vomiting in the first few months of life. There is narrowing (stenosis) of the opening from the stomach to the first part of the small intestine known as the duodenum', ' due to enlargement (hypertrophy) of the muscle surrounding this opening (the pylorus', ' meaning ""gate"")', "" which spasms when the stomach empties. This hypertrophy is felt classically as an olive-shaped mass in the middle upper part or right upper quadrant of the infant's abdomen. In pyloric stenosis"", ' it is uncertain whether there is a real congenital narrowing or whether there is a functional hypertrophy of the pyloric sphincter muscle. This condition typically develops in male babies in the first 2–6 weeks of life. \t\t Source: Wikipedia', 'Patients with pyloric stenosis often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count'"
11,28,Salivary gland disorder,Sore throat,44,Peripheral edema,44,Neck mass,35,Ear pain,35,"'Salivary gland disorder \t Also known as Salivary Gland Disease \t \t\t \tThe salivary glands in mammals are exocrine glands', ' glands with ducts', ' that produce saliva. They also secrete amylase', ' an enzyme that breaks down starch into maltose. In other organisms such as insects', ' salivary glands are often used to produce biologically important proteins like silk or glues', ' and fly salivary glands contain polytene chromosomes that have been useful in genetic research. \t\t Source: Wikipedia', 'Patients with salivary gland disorder often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
12,29,Osteochondrosis,Knee pain,84,Foot or toe pain,68,Bowlegged or knock-kneed,40,Ankle pain,35,"'Osteochondrosis \t \t\t \tOsteochondrosis is a family of orthopedic diseases of the joint that occur in children and adolescents and in rapidly growing animals', ' particularly pigs', ' horses', ' and dogs. They are characterized by interruption of the blood supply of a bone', ' in particular to the epiphysis', ' followed by localized bony necrosis', ' and later', ' regrowth of the bone. This disorder is defined as a focal disturbance of endochondral ossification and is regarded as having a multifactorial etiology', ' so no one thing accounts for all aspects of this disease. \t\t Source: Wikipedia', 'Patients with osteochondrosis often receive \t\t\t \t\t\t plain x-ray'"
13,30,Injury to the knee,Knee pain,94,Knee swelling,30,Leg pain,30,Problems with movement,19,"' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system and \t\t\t \t\t\t\t\t\t \t\t\t other or therapeutic procedures on joints \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}', '{""commonTestsAndProcedures"":""Magnetic resonance imaging (Mri)""}', '{""commonTestsAndProcedures"":""Application of splint (Splinting)""}', '{""commonTestsAndProcedures"":""Physical therapy exercises (Exercises)""}', '{""commonTestsAndProcedures"":""Other therapeutic procedures""}'"
14,31,Metabolic disorder,Weight gain,18,Jaundice,4,Mouth dryness,4,Muscle pain,4,"'Metabolic disorder \t \t\t \tInborn errors of metabolism comprise a large class of genetic diseases involving disorders of metabolism. The majority are due to defects of single genes that code for enzymes that facilitate conversion of various substances (substrates) into others (products). In most of the disorders', ' problems arise due to accumulation of substances which are toxic or interfere with normal function', ' or to the effects of reduced ability to synthesize essential compounds. Inborn errors of metabolism are now often referred to as congenital metabolic diseases or inherited metabolic diseases. \t\t Source: Wikipedia', 'Patients with metabolic disorder often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t mammography and \t\t\t \t\t\t\t\t\t \t\t\t examination of foot \t\t\t \t\t\t.'"
15,32,Vaginitis,Vaginal discharge,78,Vaginal itching,59,Sharp abdominal pain,49,Painful urination,40,"'Vaginitis \t Also known as Vagina Inflammation \t \t\t \tVaginitis is an inflammation of the vagina. It can result in discharge', ' itching and pain', ' and is often associated with an irritation or infection of the vulva. It is usually due to infection. The three main kinds of vaginitis are bacterial vaginosis (BV)', ' vaginal candidiasis', ' and trichomoniasis. A woman may have any combination of vaginal infections at one time. The symptoms that arise vary with the infection', ' although there are general symptoms that all vaginitis infections have and infected women may also be asymptomatic. Testing for vaginal infections is not a part of routine pelvic exams;;;;;;'"
16,33,Sick sinus syndrome,Dizziness,37,Sharp chest pain,35,Shortness of breath,35,Palpitations,33,"' the syndrome has become increasingly prevalent in dogs. The reason is unknown. \t\t Source: Wikipedia', 'Patients with sick sinus syndrome often receive \t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
17,34,Tinnitus of unknown cause,Ringing in ear,91,Diminished hearing,69,Dizziness,60,Ear pain,41,"'Tinnitus of unknown cause \t \t\t \tDo you hear a ringing', ' roaring', ' clicking or hissing sound in your ears? Do you hear this sound often or all the time? Does the sound bother you? If you answer is yes', ' you might have tinnitus. Millions of people in the U.S. have tinnitus. People with severe tinnitus may have trouble hearing', ' working or even sleeping. Causes of tinnitus include hearing loss', ' exposure to loud noises or medicines you may be taking for a different problem. Tinnitus may also be a symptom of other health problems', ' such as allergies', ' high or low blood pressure', ' tumors and problems in the heart', ' blood vessels'"
18,35,Glaucoma,Diminished vision,46,Pain in eye,32,Symptoms of eye,26,Spots or clouds in vision,19,"'Glaucoma \t \t\t \tGlaucoma is a term describing a group of ocular disorders with multi-factorial etiology united by a clinically characteristic intraocular pressure-associated optic neuropathy. This can permanently damage vision in the affected eye(s) and lead to blindness if left untreated. It is normally associated with increased fluid pressure in the eye (aqueous humour). The term ""ocular hypertension"" is used for people with consistently raised intraocular pressure (IOP) without any associated optic nerve damage. Conversely', "" the term 'normal tension' or 'low tension' glaucoma is used for those with optic nerve damage and associated visual field loss"", ' but normal or low IOP. \t\t Source: Wikipedia', 'Patients with glaucoma often receive \t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;'"
19,36,Eating disorder,Depression,63,Anxiety and nervousness,51,Depressive or psychotic symptoms,43,Decreased appetite,41,"""Eating disorder \t \t\t \tEating disorders are conditions defined by abnormal eating habits that may involve either insufficient or excessive food intake to the detriment of an individual's physical and mental health. Bulimia nervosa and anorexia nervosa are the most common specific forms in the United Kingdom. Other types of eating disorders include binge eating disorder and eating disorder not otherwise specified. Bulimia nervosa is a disorder characterized by binge eating and purging. Purging can include self-induce vomiting"", ' over-exercising', ' and the usage of diuretics', ' enemas', ' and laxatives. Anorexia nervosa is characterized by extreme food restriction to the point of self-starvation and excessive weight loss. Though primarily thought of as affecting females (an estimated 5–10 million being affected in the U.K.)', ' eating disorders affect males as well. An estimated 10 – 15% of people with eating disorders are males (Gorgan', ' 1999). (an estimated 1 million U.K. males being affected). Although eating disorders are increasing all over the world among both men and women', ' there is evidence to suggest that it is women in the Western world who are at the highest risk of developing them and the degree of westernization increases the risk. Nearly half of all Americans personally know someone with an eating disorder. The skill to comprehend the central processes of appetite has increased tremendously since leptin was discovered', ' and the skill to observe the functions of the brain as well. Interactions between motivational', ' homeostatic and self-regulatory control processes are involved in eating behaviour'"
20,37,Transient ischemic attack,Loss of sensation,62,Dizziness,53,Headache,51,Weakness,46,"'Transient ischemic attack \t Also known as TIA \t \t\t \tA transient ischemic attack (TIA) is a transient episode of neurologic dysfunction caused by ischemia (loss of blood flow) – either focal brain', ' spinal cord or retinal – without acute infarction (tissue death). \t\t Source: Wikipedia', 'Patients with transient ischemic attack often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}'"
21,38,Pyelonephritis,Side pain,75,Fever,70,Sharp abdominal pain,70,Back pain,68,"'Pyelonephritis \t Also known as Bacterial Infection Of The Kidney \t \t\t \tPyelonephritis (from Greek πήληξ – pyelum', ' meaning ""renal pelvis""', ' νεφρός – nephros', ' meaning ""kidney""', ' and -itis', ' meaning ""inflammation"") is an ascending urinary tract infection that has reached the pyelum or pelvis of the kidney. It is a form of nephritis that is also referred to as pyelitis. Severe cases of pyelonephritis can lead to pyonephrosis (pus accumulation around the kidney)', ' urosepsis (a systemic inflammatory response of the body to infection)', ' kidney failure and even death. \t\t Source: Wikipedia', 'Patients with pyelonephritis often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests'"
22,39,Rotator cuff injury,Shoulder pain,94,Arm pain,31,Shoulder stiffness or tightness,18,Shoulder weakness,9,"'Rotator cuff injury \t Also known as Rotator Cuff Tear and Rotator Cuff Rupture \t \t\t \tA rotator cuff tear is a tear of one or more of the tendons of the four rotator cuff muscles. A rotator cuff injury can include any type of irritation or damage to the rotator cuff muscles or tendons. \t\t Source: Wikipedia', 'Patients with rotator cuff injury often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on muscles and tendons', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system and \t\t\t \t\t\t\t\t\t \t\t\t arthroplasty other than hip or knee \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}'"
23,40,Chronic pain disorder,Back pain,76,Low back pain,63,Ache all over,48,Leg pain,41,"'Chronic pain disorder \t Also known as Pain Syndrome and Pain Disorder \t \t\t \tPain disorder is chronic pain experienced by a patient in one or more areas', ' and is thought to be caused by psychological stress. The pain is often so severe that it disables the patient from proper functioning. Duration may be as short as a few days or as long as many years. The disorder may begin at any age', ' and occurs more frequently in girls than boys. This disorder often occurs after an accident or during an illness that has caused pain', "" which then takes on a 'life' of its own. \t\t Source: Wikipedia"", 'Patients with chronic pain disorder often receive \t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t insertion of catheter or spinal stimulator and injection into spinal canal', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system'"
24,41,Problem during pregnancy,Sharp abdominal pain,76,Pain during pregnancy,75,Problems during pregnancy,49,Lower abdominal pain,39,"'Problem during pregnancy \t Also known as Pregnancy Problem \t \t \t\tProblem during pregnancy is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with problem during pregnancy often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam and \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Urinalysis""}', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}'"
25,42,Liver cancer,Sharp abdominal pain,33,Upper abdominal pain,31,Stomach bloating,13,Changes in stool appearance,9,"'Liver cancer \t Also known as Cancer Of The Liver', ' Hepatic Cancer', ' and Malignant Neoplasm Of Liver \t \t\t \tLiver cancer or hepatic cancer (from the Greek hēpar', ' meaning liver) is a cancer that originates in the liver. Liver cancers are malignant tumors that grow on the surface or inside the liver. Liver tumors are discovered on medical imaging equipment (often by accident) or present themselves symptomatically as an abdominal mass', ' abdominal pain', ' jaundice', ' nausea or liver dysfunction. Liver cancers should not be confused with liver metastases', ' which are cancers that originate from organs elsewhere in the body and migrate to the liver. \t\t Source: Wikipedia', 'Patients with liver cancer often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count'"
26,43,Atelectasis,Cough,64,Shortness of breath,61,Sharp chest pain,53,Fever,42,"'Atelectasis \t \t\t \tAtelectasis (from Greek: ἀτελής', ' ""incomplete"" + ἔκτασις', ' ""extension"") is defined as the collapse or closure of the lung resulting in reduced or absent gas exchange . It may affect part or all of one lung. It is a condition where the alveoli are deflated', ' as distinct from pulmonary consolidation. \t\t Source: Wikipedia', 'Patients with atelectasis often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram'"
27,44,Injury to the hand,Hand or finger pain,82,Hand or finger swelling,47,Wrist pain,34,Hand or finger stiffness or tightness,27,"'Injury to the hand \t Also known as Hand injury \t \t\t \tThe hand is a very complex organ with multiple joints', ' different types of ligament', ' tendons and nerves. With constant use', ' it is no wonder that hand disease injuries are common in society. Hand injuries can result from excessive use', ' degenerative disorders or trauma. \t\t Source: Wikipedia', 'Patients with injury to the hand often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t suturing of wound'"
28,45,Choledocholithiasis,Sharp abdominal pain,83,Upper abdominal pain,59,Vomiting,57,Nausea,52,"'Choledocholithiasis \t \t\t \tA gallstone is a crystalline concretion formed within the gallbladder by accretion of bile components. These calculi are formed in the gallbladder but may distally pass into other parts of the biliary tract such as the cystic duct', ' common bile duct', ' pancreatic duct', ' or the ampulla of Vater. Rarely', ' in cases of severe inflammation', ' gallstones may erode through the gallbladder into adherent bowel potentially causing an obstruction termed gallstone ileus. \t\t Source: Wikipedia', 'Patients with choledocholithiasis often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement'"
29,46,Injury to the hip,Hip pain,84,Leg pain,45,Neck pain,28,Groin pain,28,"' \t\t\t \t\t\t\t\t\t \t\t\t cat scan of head', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint and \t\t\t \t\t\t\t\t\t \t\t\t insertion of catheter into urinary bladder \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}', '{""commonTestsAndProcedures"":""X-ray computed tomography (Scan ct)""}', '{""commonTestsAndProcedures"":""Kidney function tests (Kidney function test)""}', '{""commonTestsAndProcedures"":""Intravenous fluid replacement""}', '{""commonTestsAndProcedures"":""CAT scan of head (Head ct)""}', '{""commonTestsAndProcedures"":""Application of splint (Splinting)""}', '{""commonTestsAndProcedures"":""Insertion of catheter into urinary bladder""}'"
30,47,Cirrhosis,Sharp abdominal pain,39,Shortness of breath,30,Peripheral edema,24,Fatigue,20,"'Cirrhosis \t Also known as Liver Cirrhosis', ' Cirrhosis Of Liver', ' and Hepatic Cirrhosis \t \t\t \tCirrhosis /sɪˈroʊsɪs/ is a consequence of chronic liver disease characterized by replacement of liver tissue by fibrosis', ' scar tissue and regenerative nodules (lumps that occur as a result of a process in which damaged tissue is regenerated)', ' leading to loss of liver function. Cirrhosis is most commonly caused by alcoholism', ' hepatitis B and hepatitis C', ' and fatty liver disease', ' but has many other possible causes. Some cases are idiopathic (i.e.', ' of unknown cause). \t\t Source: Wikipedia', 'Patients with cirrhosis often receive \t\t\t \t\t\t hematologic tests'"
31,48,Thoracic aortic aneurysm,Sharp chest pain,68,Dizziness,42,Back pain,38,Shortness of breath,38,"'Thoracic aortic aneurysm \t \t\t \tA thoracic aortic aneurysm is an aortic aneurysm that presents primarily in the thorax. \t\t Source: Wikipedia', 'Patients with thoracic aortic aneurysm often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests and \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Electrocardiogram""}'"
32,49,Subdural hemorrhage,Headache,67,Dizziness,36,Problems with movement,36,Depressive or psychotic symptoms,28,"'Subdural hemorrhage \t Also known as Subdural Hematoma \t \t\t \tA subdural hematoma (American spelling) or subdural haematoma (British spelling)', ' also known as a subdural haemorrhage (SDH)', ' is a type of hematoma', ' usually associated with traumatic brain injury. Blood gathers within the outermost meningeal layer', ' between the dura mater', ' which adheres to the skull', ' and the arachnoid mater', ' which envelops the brain. Usually resulting from tears in bridging veins which cross the subdural space', ' subdural hemorrhages may cause an increase in intracranial pressure (ICP)', ' which can cause compression of and damage to delicate brain tissue. Subdural hematomas are often life-threatening when acute. Chronic subdural hematomas'"
33,50,Congenital rubella,Pain in eye,91,Shoulder cramps or spasms,91,Facial pain,91,Ankle pain,91,"'Congenital rubella \t \t\t \tCongenital rubella syndrome (CRS) can occur in a developing fetus of a pregnant woman who has contracted rubella during her first trimester. If infection occurs 0–28 days before conception', ' there is a 43% chance the infant will be affected. If the infection occurs 0–12 weeks after conception', ' there is a 51% chance the infant will be affected. \t\t Source: Wikipedia', 'Patients with congenital rubella often receive \t\t\t \t\t\t corneal transplant', ' \t\t\t \t\t\t\t\t\t \t\t\t transurethral resection of prostate (turp)', ' \t\t\t \t\t\t\t\t\t \t\t\t coronary thrombolysis', ' \t\t\t \t\t\t\t\t\t \t\t\t control of epistaxis', ' \t\t\t \t\t\t\t\t\t \t\t\t ct scan abdomen', ' \t\t\t \t\t\t\t\t\t \t\t\t procedures on spleen', ' \t\t\t \t\t\t\t\t\t \t\t\t bone marrow transplant and \t\t\t \t\t\t\t\t\t \t\t\t removal of ectopic pregnancy \t\t\t \t\t\t.'"
